"Title:","Dow Jones Industrial Average (US) - High from the Dow Jones Industrial Average (US) Database"
"SubTitle:","International"
"Time:","01/02/1980 - 11/11/2022"
"Unit of Measure:","$"
"Citation:","S&P Dow Jones Indices (US) (2022-11-14). Dow Jones Industrial Average (US): Dow Jones Industrial Average (US) - High, 01/02/1980 - 11/11/2022. Data Planet? Statistical Datasets: A SAGE Publishing Resource. (Dataset). Dataset-ID:  039-001-002 doi:https://doi.org/10.6068/DP184779A1F7630"
"ColumnCount:",2
"RowCount:",10797

"Time","Dow Jones Industrial Average (US) - High ($)"
"01/03/2014",16518.74
"01/06/2014",16532.99
"01/07/2014",16562.32
"01/08/2014",16528.88
"01/09/2014",16525.35
"01/10/2014",16487.65
"01/13/2014",16453.13
"01/14/2014",16373.92
"01/15/2014",16505.28
"01/16/2014",16477.7
"01/17/2014",16495.26
"01/21/2014",16520.6
"01/22/2014",16453.49
"01/23/2014",16372.96
"01/24/2014",16203.29
"01/27/2014",15942.77
"01/28/2014",15945.89
"01/29/2014",15927.08
"01/30/2014",15907.53
"01/31/2014",15847.19
"02/03/2014",15708.54
"02/04/2014",15481.85
"02/05/2014",15478.21
"02/06/2014",15632.09
"02/07/2014",15798.51
"02/10/2014",15801.79
"02/11/2014",16027.19
"02/12/2014",16036.56
"02/13/2014",16039.37
"02/14/2014",16175.55
"02/18/2014",16167.33
"02/19/2014",16225.72
"02/20/2014",16161.64
"02/21/2014",16191.92
"02/24/2014",16300.04
"02/25/2014",16254.26
"02/26/2014",16252.35
"02/27/2014",16276.28
"02/28/2014",16398.95
"03/03/2014",16321.71
"03/04/2014",16419.49
"03/05/2014",16406.55
"03/06/2014",16450.17
"03/07/2014",16505.7
"03/10/2014",16453.1
"03/11/2014",16460.33
"03/12/2014",16364.74
"03/13/2014",16405.07
"03/14/2014",16165.05
"03/17/2014",16270.34
"03/18/2014",16369.94
"03/19/2014",16363.32
"03/20/2014",16353.98
"03/21/2014",16456.45
"03/24/2014",16380.51
"03/25/2014",16407.18
"03/26/2014",16466.04
"03/27/2014",16300.94
"03/28/2014",16414.86
"03/31/2014",16480.85
"04/01/2014",16565.73
"04/02/2014",16588.19
"04/03/2014",16604.15
"04/04/2014",16631.63
"04/07/2014",16421.38
"04/08/2014",16296.86
"04/09/2014",16438.82
"04/10/2014",16456.12
"04/11/2014",16168.87
"04/14/2014",16184.76
"04/15/2014",16272.95
"04/16/2014",16424.85
"04/17/2014",16460.49
"04/21/2014",16459.78
"04/22/2014",16565.71
"04/23/2014",16525.99
"04/24/2014",16541.26
"04/25/2014",16503.26
"04/28/2014",16500.37
"04/29/2014",16559.39
"04/30/2014",16592.28
"05/01/2014",16604.79
"05/02/2014",16620.06
"05/05/2014",16547.92
"05/06/2014",16529.85
"05/07/2014",16522.94
"05/08/2014",16622.95
"05/09/2014",16588.77
"05/12/2014",16704.84
"05/13/2014",16735.51
"05/14/2014",16717.56
"05/15/2014",16622.9
"05/16/2014",16498.99
"05/19/2014",16526.26
"05/20/2014",16511.22
"05/21/2014",16544.6
"05/22/2014",16565.39
"05/23/2014",16613.07
"05/27/2014",16688.69
"05/28/2014",16674.98
"05/29/2014",16698.74
"05/30/2014",16721.22
"06/02/2014",16756.64
"06/03/2014",16736.7
"06/04/2014",16742.91
"06/05/2014",16845.81
"06/06/2014",16924.28
"06/09/2014",16970.17
"06/10/2014",16946.34
"06/11/2014",16943.16
"06/12/2014",16841.57
"06/13/2014",16787.89
"06/16/2014",16802.14
"06/17/2014",16823.55
"06/18/2014",16911.41
"06/19/2014",16923.43
"06/20/2014",16978.02
"06/23/2014",16954.27
"06/24/2014",16969.7
"06/25/2014",16883.54
"06/26/2014",16872.52
"06/27/2014",16862.73
"06/30/2014",16871.27
"07/01/2014",16998.7
"07/02/2014",16986.63
"07/03/2014",17074.65
"07/07/2014",17063.83
"07/08/2014",17022.09
"07/09/2014",16998.95
"07/10/2014",16980.35
"07/11/2014",16949.46
"07/14/2014",17088.43
"07/15/2014",17120.34
"07/16/2014",17139.35
"07/17/2014",17151.56
"07/18/2014",17113.51
"07/21/2014",17095.11
"07/22/2014",17133.43
"07/23/2014",17121.05
"07/24/2014",17119.83
"07/25/2014",17082.33
"07/28/2014",17001.38
"07/29/2014",17056.46
"07/30/2014",16983.94
"07/31/2014",16869.63
"08/01/2014",16584.75
"08/04/2014",16596.22
"08/05/2014",16559.97
"08/06/2014",16490.7
"08/07/2014",16504.35
"08/08/2014",16556.59
"08/11/2014",16627.99
"08/12/2014",16589.31
"08/13/2014",16670.29
"08/14/2014",16714.22
"08/15/2014",16775.27
"08/18/2014",16840.28
"08/19/2014",16929.13
"08/20/2014",16994.89
"08/21/2014",17074.59
"08/22/2014",17064.28
"08/25/2014",17124.74
"08/26/2014",17153.8
"08/27/2014",17134.6
"08/28/2014",17119.06
"08/29/2014",17110.42
"09/02/2014",17113.51
"09/03/2014",17151.89
"09/04/2014",17161.55
"09/05/2014",17137.36
"09/08/2014",17137.88
"09/09/2014",17111.55
"09/10/2014",17080.27
"09/11/2014",17057.41
"09/12/2014",17044.05
"09/15/2014",17051.85
"09/16/2014",17167.05
"09/17/2014",17221.11
"09/18/2014",17275.37
"09/19/2014",17350.64
"09/22/2014",17277.88
"09/23/2014",17171.88
"09/24/2014",17226.6
"09/25/2014",17204.86
"09/26/2014",17148.15
"09/29/2014",17107.69
"09/30/2014",17145.1
"10/01/2014",17041.16
"10/02/2014",16857.25
"10/03/2014",17027.84
"10/06/2014",17099.39
"10/07/2014",16988.25
"10/08/2014",17006.91
"10/09/2014",16989.37
"10/10/2014",16757.6
"10/13/2014",16602.41
"10/14/2014",16463.67
"10/15/2014",16313.3
"10/16/2014",16211.12
"10/17/2014",16427.38
"10/20/2014",16401.63
"10/21/2014",16620.78
"10/22/2014",16653.89
"10/23/2014",16767.52
"10/24/2014",16811.71
"10/27/2014",16836.98
"10/28/2014",17006.45
"10/29/2014",17065.5
"10/30/2014",17223.96
"10/31/2014",17395.54
"11/03/2014",17410.65
"11/04/2014",17397.23
"11/05/2014",17486.59
"11/06/2014",17560.31
"11/07/2014",17575.33
"11/10/2014",17621.87
"11/11/2014",17638.21
"11/12/2014",17626.71
"11/13/2014",17705.48
"11/14/2014",17664.15
"11/17/2014",17675.07
"11/18/2014",17735.71
"11/19/2014",17712.26
"11/20/2014",17720.44
"11/21/2014",17894.83
"11/24/2014",17855.27
"11/25/2014",17854.73
"11/26/2014",17833.76
"11/28/2014",17893.42
"12/01/2014",17827.27
"12/02/2014",17897.05
"12/03/2014",17924.15
"12/04/2014",17937.96
"12/05/2014",17991.19
"12/08/2014",17960.56
"12/09/2014",17847.37
"12/10/2014",17797.99
"12/11/2014",17758.51
"12/12/2014",17590.05
"12/15/2014",17403.54
"12/16/2014",17427.44
"12/17/2014",17389.3
"12/18/2014",17778.4
"12/19/2014",17874.03
"12/22/2014",17962.78
"12/23/2014",18069.22
"12/24/2014",18086.24
"12/26/2014",18103.45
"12/29/2014",18073.04
"12/30/2014",18035.02
"12/31/2014",18043.22
"01/02/2015",17951.78
"01/05/2015",17821.3
"01/06/2015",17581.05
"01/07/2015",17597.08
"01/08/2015",17916.04
"01/09/2015",17915.32
"01/12/2015",17793.88
"01/13/2015",17923.01
"01/14/2015",17609.06
"01/15/2015",17517.41
"01/16/2015",17528.37
"01/20/2015",17588.7
"01/21/2015",17599.58
"01/22/2015",17840.89
"01/23/2015",17812.5
"01/26/2015",17696.36
"01/27/2015",17638.53
"01/28/2015",17484.41
"01/29/2015",17433.13
"01/30/2015",17419.9
"02/02/2015",17367.68
"02/03/2015",17670.76
"02/04/2015",17782.22
"02/05/2015",17889.58
"02/06/2015",17951.09
"02/09/2015",17821.49
"02/10/2015",17890.34
"02/11/2015",17897.21
"02/12/2015",17975.65
"02/13/2015",18037.41
"02/17/2015",18052.01
"02/18/2015",18048.7
"02/19/2015",18028.67
"02/20/2015",18144.29
"02/23/2015",18141.21
"02/24/2015",18231.09
"02/25/2015",18244.38
"02/26/2015",18239.43
"02/27/2015",18213.26
"03/02/2015",18288.63
"03/03/2015",18281.95
"03/04/2015",18203.37
"03/05/2015",18160.35
"03/06/2015",18135.72
"03/09/2015",18031.04
"03/10/2015",17989.56
"03/11/2015",17731.78
"03/12/2015",17900.1
"03/13/2015",17889.05
"03/16/2015",17988.5
"03/17/2015",17972.22
"03/18/2015",18097.12
"03/19/2015",18072.99
"03/20/2015",18197.29
"03/23/2015",18205.93
"03/24/2015",18149.24
"03/25/2015",18041.97
"03/26/2015",17759.51
"03/27/2015",17729.14
"03/30/2015",18008.64
"03/31/2015",17965.37
"04/01/2015",17778.52
"04/02/2015",17815.03
"04/06/2015",17941.79
"04/07/2015",17983.12
"04/08/2015",17976.2
"04/09/2015",17984.22
"04/10/2015",18066.76
"04/13/2015",18107.57
"04/14/2015",18075.6
"04/15/2015",18160.52
"04/16/2015",18169.26
"04/17/2015",18102.56
"04/20/2015",18092.22
"04/21/2015",18109.7
"04/22/2015",18056.02
"04/23/2015",18133.03
"04/24/2015",18108.87
"04/27/2015",18175.56
"04/28/2015",18119.65
"04/29/2015",18096.46
"04/30/2015",18033.33
"05/01/2015",18028.89
"05/04/2015",18133.76
"05/05/2015",18086.01
"05/06/2015",18019.75
"05/07/2015",17973.07
"05/08/2015",18205.23
"05/11/2015",18199.95
"05/12/2015",18119.18
"05/13/2015",18132.79
"05/14/2015",18255.21
"05/15/2015",18272.72
"05/18/2015",18325.54
"05/19/2015",18351.36
"05/20/2015",18350.13
"05/21/2015",18314.89
"05/22/2015",18286.87
"05/26/2015",18229.75
"05/27/2015",18190.35
"05/28/2015",18154.14
"05/29/2015",18128.12
"06/01/2015",18105.83
"06/02/2015",18091.87
"06/03/2015",18168.09
"06/04/2015",18087.15
"06/05/2015",17940.78
"06/08/2015",17852.35
"06/10/2015",18045.14
"06/11/2015",18109.77
"06/12/2015",18035.83
"06/15/2015",17890.76
"06/16/2015",17919.62
"06/17/2015",17998
"06/18/2015",18174.73
"06/19/2015",18117.71
"06/22/2015",18181.67
"06/23/2015",18188.81
"06/24/2015",18139.1
"06/25/2015",18036.1
"06/26/2015",18013.15
"06/29/2015",17936.74
"06/30/2015",17714.66
"07/01/2015",17801.83
"07/02/2015",17825.49
"07/06/2015",17734.36
"07/07/2015",17793.45
"07/08/2015",17759.01
"07/09/2015",17764.85
"07/10/2015",17797.49
"07/13/2015",17987.57
"07/14/2015",18072.82
"07/15/2015",18090.39
"07/16/2015",18131.61
"07/17/2015",18121.12
"07/20/2015",18137.12
"07/21/2015",18096.67
"07/22/2015",17919.35
"07/23/2015",17860.95
"07/24/2015",17756.54
"07/27/2015",17561.78
"07/28/2015",17650.07
"07/29/2015",17776.78
"07/30/2015",17761.25
"07/31/2015",17783.59
"08/03/2015",17704.76
"08/04/2015",17635.78
"08/05/2015",17661.37
"08/06/2015",17572.04
"08/07/2015",17414.94
"08/10/2015",17629.13
"08/11/2015",17593.59
"08/12/2015",17423.9
"08/13/2015",17481.78
"08/14/2015",17492.9
"08/17/2015",17551.4
"08/18/2015",17568.4
"08/19/2015",17517.19
"08/20/2015",17345.32
"08/21/2015",16990.69
"08/24/2015",16459.75
"08/25/2015",16312.94
"08/26/2015",16303.75
"08/27/2015",16666.69
"08/28/2015",16669.97
"08/31/2015",16632.02
"09/01/2015",16528.03
"09/02/2015",16352.58
"09/03/2015",16550.07
"09/04/2015",16371.76
"09/08/2015",16503.41
"09/09/2015",16664.65
"09/10/2015",16441.94
"09/11/2015",16434.76
"09/14/2015",16450.86
"09/15/2015",16644.11
"09/16/2015",16755.98
"09/17/2015",16933.43
"09/18/2015",16674.74
"09/21/2015",16578.6
"09/22/2015",16477.45
"09/23/2015",16355.29
"09/24/2015",16257.11
"09/25/2015",16465.23
"09/28/2015",16313.26
"09/29/2015",16118.89
"09/30/2015",16297.6
"10/01/2015",16348.87
"10/02/2015",16472.77
"10/05/2015",16798.37
"10/06/2015",16865.09
"10/07/2015",16963.3
"10/08/2015",17081.28
"10/09/2015",17110.88
"10/12/2015",17139.21
"10/13/2015",17172.81
"10/14/2015",17111.38
"10/15/2015",17144.42
"10/16/2015",17220.02
"10/19/2015",17235.95
"10/20/2015",17264.88
"10/21/2015",17314.99
"10/22/2015",17505.18
"10/23/2015",17679.37
"10/26/2015",17660.7
"10/27/2015",17635.18
"10/28/2015",17779.95
"10/29/2015",17786
"10/30/2015",17799.96
"11/02/2015",17845.9
"11/03/2015",17977.85
"11/04/2015",17964.12
"11/05/2015",17929.51
"11/06/2015",17912.04
"11/09/2015",17900.78
"11/10/2015",17768.66
"11/11/2015",17807.18
"11/12/2015",17691.93
"11/13/2015",17439.25
"11/16/2015",17483.01
"11/17/2015",17599.33
"11/18/2015",17752.16
"11/19/2015",17772.97
"11/20/2015",17914.34
"11/23/2015",17868.18
"11/24/2015",17862.6
"11/25/2015",17854.92
"11/27/2015",17830.36
"11/30/2015",17837.24
"12/01/2015",17895.5
"12/02/2015",17901.58
"12/03/2015",17780.59
"12/04/2015",17866.47
"12/07/2015",17845.49
"12/08/2015",17703.99
"12/09/2015",17767.69
"12/10/2015",17697.74
"12/11/2015",17574.75
"12/14/2015",17378.02
"12/15/2015",17627.63
"12/16/2015",17784.36
"12/17/2015",17796.76
"12/18/2015",17496.58
"12/21/2015",17272.36
"12/22/2015",17451.11
"12/23/2015",17607.92
"12/24/2015",17606.34
"12/28/2015",17536.9
"12/29/2015",17750.02
"12/30/2015",17714.13
"12/31/2015",17590.66
"01/04/2016",17405.48
"01/05/2016",17195.84
"01/06/2016",17154.83
"01/07/2016",16888.36
"01/08/2016",16651.89
"01/11/2016",16461.85
"01/12/2016",16591.35
"01/13/2016",16593.51
"01/14/2016",16482.05
"01/15/2016",16354.33
"01/19/2016",16171.96
"01/20/2016",15989.45
"01/21/2016",16038.59
"01/22/2016",16136.79
"01/25/2016",16086.46
"01/26/2016",16185.79
"01/27/2016",16235.03
"01/28/2016",16102.14
"01/29/2016",16466.3
"02/01/2016",16510.98
"02/02/2016",16420.21
"02/03/2016",16381.69
"02/04/2016",16485.84
"02/05/2016",16423.63
"02/08/2016",16147.51
"02/09/2016",16136.62
"02/10/2016",16201.89
"02/11/2016",15897.82
"02/12/2016",15974.04
"02/16/2016",16196.41
"02/17/2016",16486.12
"02/18/2016",16511.84
"02/19/2016",16410.96
"02/22/2016",16664.24
"02/23/2016",16610.39
"02/24/2016",16507.39
"02/25/2016",16697.98
"02/26/2016",16795.98
"02/29/2016",16726.12
"03/01/2016",16865.56
"03/02/2016",16900.17
"03/03/2016",16944.31
"03/04/2016",17062.38
"03/07/2016",17099.25
"03/08/2016",17072.79
"03/09/2016",17048.5
"03/10/2016",17130.11
"03/11/2016",17220.09
"03/14/2016",17275.07
"03/15/2016",17251.7
"03/16/2016",17379.18
"03/17/2016",17529.01
"03/18/2016",17620.58
"03/21/2016",17644.97
"03/22/2016",17648.94
"03/23/2016",17588.81
"03/24/2016",17517.14
"03/28/2016",17583.81
"03/29/2016",17642.81
"03/30/2016",17790.11
"03/31/2016",17755.7
"04/01/2016",17811.48
"04/04/2016",17806.38
"04/05/2016",17718.03
"04/06/2016",17723.55
"04/07/2016",17687.28
"04/08/2016",17694.51
"04/11/2016",17731.63
"04/12/2016",17744.43
"04/13/2016",17918.35
"04/14/2016",17962.14
"04/15/2016",17937.65
"04/18/2016",18009.53
"04/19/2016",18103.46
"04/20/2016",18167.63
"04/21/2016",18107.29
"04/22/2016",18026.85
"04/25/2016",17990.94
"04/26/2016",18043.77
"04/27/2016",18084.66
"04/28/2016",18035.73
"04/29/2016",17814.83
"05/02/2016",17912.35
"05/03/2016",17870.75
"05/04/2016",17738.06
"05/05/2016",17736.11
"05/06/2016",17744.54
"05/09/2016",17783.16
"05/10/2016",17934.61
"05/11/2016",17919.03
"05/12/2016",17798.19
"05/13/2016",17734.74
"05/16/2016",17755.8
"05/17/2016",17701.46
"05/18/2016",17636.22
"05/19/2016",17514.16
"05/20/2016",17571.75
"05/23/2016",17550.7
"05/24/2016",17742.59
"05/25/2016",17891.71
"05/26/2016",17888.66
"05/27/2016",17873.22
"05/31/2016",17899.24
"06/01/2016",17809.18
"06/02/2016",17838.56
"06/03/2016",17833.17
"06/06/2016",17949.68
"06/07/2016",18003.23
"06/08/2016",18016
"06/09/2016",18005.22
"06/10/2016",17938.82
"06/13/2016",17893.28
"06/14/2016",17733.92
"06/15/2016",17762.96
"06/16/2016",17754.91
"06/17/2016",17733.44
"06/20/2016",17946.36
"06/21/2016",17877.84
"06/22/2016",17920.16
"06/23/2016",18011.07
"06/24/2016",17946.63
"06/27/2016",17355.21
"06/28/2016",17409.72
"06/29/2016",17704.51
"06/30/2016",17930.61
"07/01/2016",18002.38
"07/05/2016",17904.45
"07/06/2016",17926.91
"07/07/2016",17984.95
"07/08/2016",18166.77
"07/11/2016",18283.9
"07/12/2016",18371.95
"07/13/2016",18390.16
"07/14/2016",18537.57
"07/15/2016",18557.43
"07/18/2016",18556.13
"07/19/2016",18562.53
"07/20/2016",18622.01
"07/21/2016",18590.44
"07/22/2016",18571.3
"07/25/2016",18555.69
"07/26/2016",18522.47
"07/27/2016",18542.39
"07/28/2016",18483.26
"07/29/2016",18466.55
"08/01/2016",18467.03
"08/02/2016",18403.65
"08/03/2016",18355
"08/04/2016",18397.87
"08/05/2016",18543.53
"08/08/2016",18569.31
"08/09/2016",18585.32
"08/10/2016",18561.75
"08/11/2016",18638.34
"08/12/2016",18606.06
"08/15/2016",18668.44
"08/16/2016",18614.86
"08/17/2016",18582.35
"08/18/2016",18600.82
"08/19/2016",18585.17
"08/22/2016",18570.92
"08/23/2016",18631.6
"08/24/2016",18539.15
"08/25/2016",18497.68
"08/26/2016",18572.09
"08/29/2016",18523.09
"08/30/2016",18514.29
"08/31/2016",18439.68
"09/01/2016",18430.05
"09/02/2016",18544.76
"09/06/2016",18551.54
"09/07/2016",18536.89
"09/08/2016",18506.24
"09/09/2016",18404.17
"09/12/2016",18358.69
"09/13/2016",18262.99
"09/14/2016",18163.48
"09/15/2016",18250.11
"09/16/2016",18217.21
"09/19/2016",18254.88
"09/20/2016",18227.21
"09/21/2016",18307.43
"09/22/2016",18449.88
"09/23/2016",18383.76
"09/26/2016",18217.76
"09/27/2016",18238.1
"09/28/2016",18349.86
"09/29/2016",18366.23
"09/30/2016",18369.62
"10/03/2016",18279.8
"10/04/2016",18313.77
"10/05/2016",18315.82
"10/06/2016",18288.12
"10/07/2016",18319.73
"10/10/2016",18399.96
"10/11/2016",18312.33
"10/12/2016",18193.96
"10/13/2016",18137.7
"10/14/2016",18261.11
"10/17/2016",18162.28
"10/18/2016",18225.8
"10/19/2016",18252.2
"10/20/2016",18249.05
"10/21/2016",18168.76
"10/24/2016",18275.04
"10/25/2016",18241.69
"10/26/2016",18236.04
"10/27/2016",18253.2
"10/28/2016",18257.06
"10/31/2016",18193.68
"11/01/2016",18177.01
"11/02/2016",18044.15
"11/03/2016",18006.96
"11/04/2016",17986.76
"11/07/2016",18263.3
"11/08/2016",18400.5
"11/09/2016",18650.06
"11/10/2016",18873.66
"11/11/2016",18855.78
"11/14/2016",18934.05
"11/15/2016",18925.26
"11/16/2016",18909.85
"11/17/2016",18904.03
"11/18/2016",18915.74
"11/21/2016",18960.76
"11/22/2016",19043.9
"11/23/2016",19083.76
"11/25/2016",19152.14
"11/28/2016",19138.72
"11/29/2016",19144.4
"11/30/2016",19225.29
"12/01/2016",19214.3
"12/02/2016",19196.14
"12/05/2016",19274.85
"12/06/2016",19255.89
"12/07/2016",19558.42
"12/08/2016",19664.97
"12/09/2016",19757.74
"12/12/2016",19824.59
"12/13/2016",19953.75
"12/14/2016",19966.43
"12/15/2016",19951.29
"12/16/2016",19923.17
"12/19/2016",19917.78
"12/20/2016",19987.63
"12/21/2016",19986.56
"12/22/2016",19933.83
"12/23/2016",19934.15
"12/27/2016",19980.24
"12/28/2016",19981.11
"12/29/2016",19878.44
"12/30/2016",19852.55
"01/03/2017",19938.53
"01/04/2017",19956.14
"01/05/2017",19948.6
"01/06/2017",19999.63
"01/09/2017",19943.78
"01/10/2017",19957.12
"01/11/2017",19973.42
"01/12/2017",19929.29
"01/13/2017",19952.03
"01/17/2017",19882.99
"01/18/2017",19828.2
"01/19/2017",19824.14
"01/20/2017",19843.94
"01/23/2017",19833.98
"01/24/2017",19949.24
"01/25/2017",20082
"01/26/2017",20125.58
"01/27/2017",20115.97
"01/30/2017",20028.62
"01/31/2017",19918.17
"02/01/2017",19967.73
"02/02/2017",19922.75
"02/03/2017",20081.48
"02/06/2017",20094.95
"02/07/2017",20155.35
"02/08/2017",20068.28
"02/09/2017",20206.36
"02/10/2017",20298.21
"02/13/2017",20441.48
"02/14/2017",20504.41
"02/15/2017",20620.45
"02/16/2017",20639.87
"02/17/2017",20624.05
"02/21/2017",20757.64
"02/22/2017",20781.59
"02/23/2017",20840.7
"02/24/2017",20821.76
"02/27/2017",20851.33
"02/28/2017",20841.24
"03/01/2017",21169.11
"03/02/2017",21129.2
"03/03/2017",21039.96
"03/06/2017",20986.43
"03/07/2017",20970.54
"03/08/2017",20951.44
"03/09/2017",20900.57
"03/10/2017",20940.29
"03/13/2017",20926.06
"03/14/2017",20874
"03/15/2017",20977.47
"03/16/2017",21000.11
"03/17/2017",20980.51
"03/20/2017",20955.45
"03/21/2017",20970.04
"03/22/2017",20686.21
"03/23/2017",20757.89
"03/24/2017",20718.33
"03/27/2017",20578.46
"03/28/2017",20735.61
"03/29/2017",20684.73
"03/30/2017",20753.78
"03/31/2017",20722.59
"04/03/2017",20692.34
"04/04/2017",20701.29
"04/05/2017",20887.5
"04/06/2017",20746.46
"04/07/2017",20726.07
"04/10/2017",20750.33
"04/11/2017",20660.03
"04/12/2017",20642.54
"04/13/2017",20612.27
"04/17/2017",20644.41
"04/18/2017",20600.12
"04/19/2017",20546.69
"04/20/2017",20629.78
"04/21/2017",20601.4
"04/24/2017",20792.2
"04/25/2017",21026.97
"04/26/2017",21070.9
"04/27/2017",21005.8
"04/28/2017",20987.76
"05/01/2017",20976.62
"05/02/2017",20960.92
"05/03/2017",20972.74
"05/04/2017",20990.79
"05/05/2017",21006.94
"05/08/2017",21017.89
"05/09/2017",21046.85
"05/10/2017",20976.28
"05/11/2017",20933.36
"05/12/2017",20916.1
"05/15/2017",21000.83
"05/16/2017",21033.53
"05/17/2017",20846.17
"05/18/2017",20759.2
"05/19/2017",20857.13
"05/22/2017",20914.26
"05/23/2017",20961.14
"05/24/2017",21022.82
"05/25/2017",21112.32
"05/26/2017",21092.82
"05/30/2017",21063.62
"05/31/2017",21051.7
"06/01/2017",21144.18
"06/02/2017",21225.04
"06/05/2017",21224.41
"06/06/2017",21180.47
"06/07/2017",21189.84
"06/08/2017",21265.69
"06/09/2017",21305.35
"06/12/2017",21277.08
"06/13/2017",21332.77
"06/14/2017",21391.97
"06/15/2017",21367.28
"06/16/2017",21384.42
"06/19/2017",21528.99
"06/20/2017",21535.03
"06/21/2017",21492.62
"06/22/2017",21456.47
"06/23/2017",21421.79
"06/26/2017",21506.21
"06/27/2017",21440.6
"06/28/2017",21478.75
"06/29/2017",21487.38
"06/30/2017",21426.12
"07/03/2017",21562.75
"07/05/2017",21505.36
"07/06/2017",21433.1
"07/07/2017",21425.82
"07/10/2017",21446.39
"07/11/2017",21441.62
"07/12/2017",21580.79
"07/13/2017",21568.72
"07/14/2017",21681.53
"07/17/2017",21661.81
"07/18/2017",21589.94
"07/19/2017",21640.75
"07/20/2017",21661.91
"07/21/2017",21592.61
"07/24/2017",21577.78
"07/25/2017",21670.62
"07/26/2017",21742.7
"07/27/2017",21798.47
"07/28/2017",21841.18
"07/31/2017",21929.8
"08/01/2017",21990.96
"08/02/2017",22036.1
"08/03/2017",22044.85
"08/04/2017",22092.81
"08/07/2017",22121.15
"08/08/2017",22179.11
"08/09/2017",22057.19
"08/10/2017",21988.2
"08/11/2017",21911.09
"08/14/2017",22019.23
"08/15/2017",22038.92
"08/16/2017",22085.71
"08/17/2017",21984.74
"08/18/2017",21793.35
"08/21/2017",21718.74
"08/22/2017",21912.83
"08/23/2017",21866.66
"08/24/2017",21870.11
"08/25/2017",21906.86
"08/28/2017",21861.49
"08/29/2017",21879.22
"08/30/2017",21914.26
"08/31/2017",21985.76
"09/01/2017",22038.97
"09/05/2017",21921.09
"09/06/2017",21849.24
"09/07/2017",21850.01
"09/08/2017",21846.63
"09/11/2017",22067.1
"09/12/2017",22134.57
"09/13/2017",22158.18
"09/14/2017",22216.44
"09/15/2017",22275.02
"09/18/2017",22355.62
"09/19/2017",22386.01
"09/20/2017",22413.26
"09/21/2017",22419.51
"09/22/2017",22364.31
"09/25/2017",22359.88
"09/26/2017",22369.35
"09/27/2017",22371.1
"09/28/2017",22394.74
"09/29/2017",22405.63
"10/02/2017",22559.38
"10/03/2017",22646.32
"10/04/2017",22685.94
"10/05/2017",22777.04
"10/06/2017",22773.67
"10/09/2017",22803.37
"10/10/2017",22850.51
"10/11/2017",22872.89
"10/12/2017",22884.82
"10/13/2017",22905.33
"10/16/2017",22960.12
"10/17/2017",23002.2
"10/18/2017",23172.93
"10/19/2017",23167.24
"10/20/2017",23328.84
"10/23/2017",23368.37
"10/24/2017",23485.25
"10/25/2017",23451.51
"10/26/2017",23459.84
"10/27/2017",23449.4
"10/30/2017",23428.75
"10/31/2017",23406.35
"11/01/2017",23517.71
"11/02/2017",23531.38
"11/03/2017",23557.06
"11/06/2017",23574.86
"11/07/2017",23602.12
"11/08/2017",23575
"11/09/2017",23516.74
"11/10/2017",23452.2
"11/13/2017",23461.68
"11/14/2017",23414.08
"11/15/2017",23344.99
"11/16/2017",23492.19
"11/17/2017",23433.77
"11/20/2017",23456.88
"11/21/2017",23617.8
"11/22/2017",23605.77
"11/24/2017",23599.18
"11/27/2017",23638.92
"11/28/2017",23849.61
"11/29/2017",23959.76
"11/30/2017",24327.82
"12/01/2017",24322.06
"12/04/2017",24534.04
"12/05/2017",24349.74
"12/06/2017",24229.35
"12/07/2017",24262.88
"12/08/2017",24330.12
"12/11/2017",24389.72
"12/12/2017",24552.97
"12/13/2017",24666.02
"12/14/2017",24672.48
"12/15/2017",24688.62
"12/18/2017",24876.07
"12/19/2017",24850.11
"12/20/2017",24852.44
"12/21/2017",24850.91
"12/22/2017",24784.15
"12/26/2017",24778.13
"12/27/2017",24789.52
"12/28/2017",24839.23
"12/29/2017",24871.66
"01/02/2018",24864.19
"01/03/2018",24941.92
"01/04/2018",25105.96
"01/05/2018",25299.79
"01/08/2018",25311.99
"01/09/2018",25439.78
"01/10/2018",25404.92
"01/11/2018",25575.42
"01/12/2018",25810.43
"01/16/2018",26086.12
"01/17/2018",26130.45
"01/18/2018",26153.42
"01/19/2018",26071.72
"01/22/2018",26215.23
"01/23/2018",26246.19
"01/24/2018",26392.8
"01/25/2018",26458.25
"01/26/2018",26616.71
"01/29/2018",26608.9
"01/30/2018",26256.99
"01/31/2018",26338.03
"02/01/2018",26306.7
"02/02/2018",26061.79
"02/05/2018",25520.53
"02/06/2018",24946.23
"02/07/2018",25293.96
"02/08/2018",24903.68
"02/09/2018",24382.14
"02/12/2018",24765.16
"02/13/2018",24705.72
"02/14/2018",24925.95
"02/15/2018",25203.95
"02/16/2018",25432.42
"02/20/2018",25179.01
"02/21/2018",25267.99
"02/22/2018",25156.72
"02/23/2018",25313.91
"02/26/2018",25732.8
"02/27/2018",25800.35
"02/28/2018",25576.15
"03/01/2018",25185.35
"03/02/2018",24592.46
"03/05/2018",24961
"03/06/2018",24995.24
"03/07/2018",24849.68
"03/08/2018",24950.49
"03/09/2018",25336.33
"03/12/2018",25449.15
"03/13/2018",25376.4
"03/14/2018",25130.12
